Ca,Fe,Mg,Ni,S,Si,Ti,mineral
0,310,0,0,0,0,1,Kamacite
0,485,0,0,0,0,5,Kamacite
0,181,0,108,0,0,4,Kamacite
0,276,0,82,0,1,4,Kamacite
0,328,0,132,0,2,7,Kamacite
0,181,0,47,0,0,5,Kamacite
0,88,0,34,0,0,3,Kamacite
0,279,0,147,0,1,1,Kamacite
1,406,0,0,0,0,5,Kamacite
0,415,0,0,0,0,6,Kamacite
0,313,0,0,0,0,2,Kamacite
0,44,0,26,0,0,5,Kamacite
0,266,0,0,0,0,2,Kamacite
0,123,0,110,0,1,4,Kamacite
0,179,0,0,0,1,7,Kamacite
1,326,0,163,0,0,4,Kamacite
0,299,0,0,0,0,4,Kamacite
1,318,0,33,0,1,0,Kamacite
0,345,0,62,0,0,3,Kamacite
0,222,0,14,0,0,6,Kamacite
0,148,0,0,0,0,3,Kamacite
0,49,0,0,0,1,2,Kamacite
0,187,0,65,0,3,5,Kamacite
0,116,0,18,0,3,6,Kamacite
1,349,0,141,0,0,4,Kamacite
0,459,0,126,0,0,7,Kamacite
1,235,0,0,0,0,8,Kamacite
0,278,0,55,0,1,4,Kamacite
0,114,0,86,0,1,3,Kamacite
0,292,0,20,0,1,3,Kamacite
0,145,1,42,0,0,4,Kamacite
0,118,0,0,0,3,3,Kamacite
0,247,0,77,0,4,1,Kamacite
0,298,0,63,0,0,4,Kamacite
0,434,0,3,0,0,1,Kamacite
0,220,0,12,0,0,6,Kamacite
0,112,0,2,0,2,1,Kamacite
0,150,0,127,0,2,4,Kamacite
0,308,0,0,0,1,4,Kamacite
1,343,0,34,0,0,7,Kamacite
0,308,0,10,0,0,4,Kamacite
0,275,0,48,0,0,1,Kamacite
1,282,0,0,0,1,3,Kamacite
0,173,0,85,0,0,3,Kamacite
1,201,0,84,0,0,9,Kamacite
0,183,0,100,0,2,5,Kamacite
0,442,0,56,0,0,0,Kamacite
0,301,0,58,0,0,3,Kamacite
0,172,0,0,0,1,5,Kamacite
0,243,0,0,0,0,2,Kamacite
0,202,0,3,0,0,7,Kamacite
0,282,0,0,0,0,4,Kamacite
0,290,0,59,0,1,4,Kamacite
0,476,0,11,0,0,2,Kamacite
1,358,0,62,0,0,3,Kamacite
0,265,0,4,0,2,2,Kamacite
1,316,0,0,0,0,3,Kamacite
0,323,0,0,0,0,1,Kamacite
0,200,0,38,0,2,7,Kamacite
0,385,0,100,0,1,3,Kamacite
0,309,0,5,0,1,0,Kamacite
0,246,0,0,0,1,3,Kamacite
0,307,0,60,0,0,1,Kamacite
0,294,0,38,0,3,5,Kamacite
0,350,0,0,0,0,3,Kamacite
0,203,0,0,0,0,2,Kamacite
0,305,0,0,0,0,0,Kamacite
0,287,0,15,0,0,5,Kamacite
0,362,0,13,0,0,6,Kamacite
0,146,0,94,0,0,7,Kamacite
0,223,0,34,0,0,2,Kamacite
0,255,0,11,0,0,4,Kamacite
1,64,0,0,0,0,4,Kamacite
0,131,0,87,0,2,5,Kamacite
0,140,0,95,0,0,3,Kamacite
1,140,0,33,0,1,3,Kamacite
0,279,0,102,0,2,3,Kamacite
1,281,0,0,0,1,4,Kamacite
0,346,0,0,0,1,6,Kamacite
0,298,0,35,0,1,3,Kamacite
2,308,0,96,0,0,3,Kamacite
1,377,0,0,0,0,2,Kamacite
0,298,0,33,0,1,5,Kamacite
0,371,0,0,0,1,0,Kamacite
0,219,0,28,0,1,5,Kamacite
2,282,0,0,0,1,5,Kamacite
0,311,0,99,0,2,1,Kamacite
0,35,0,109,0,0,5,Kamacite
0,319,0,93,0,2,3,Kamacite
0,189,0,0,0,0,3,Kamacite
1,410,0,26,0,1,4,Kamacite
1,266,0,63,0,1,4,Kamacite
0,223,0,0,0,0,7,Kamacite
0,259,0,23,0,0,3,Kamacite
0,399,0,0,0,1,5,Kamacite
1,202,0,50,0,1,1,Kamacite
0,289,0,62,0,0,2,Kamacite
1,189,0,42,0,2,0,Kamacite
1,292,0,44,0,1,1,Kamacite
0,367,0,60,0,0,4,Kamacite
2,151,0,0,0,0,3,Kamacite
0,437,0,32,0,1,5,Kamacite
0,202,0,10,0,2,0,Kamacite
1,264,0,111,0,0,8,Kamacite
0,450,0,0,0,0,3,Kamacite
1,224,0,107,0,0,5,Kamacite
0,289,0,0,0,0,5,Kamacite
0,231,0,80,0,1,3,Kamacite
1,363,0,170,0,0,2,Kamacite
0,79,0,73,0,0,4,Kamacite
0,219,0,24,0,0,3,Kamacite
0,389,0,0,0,4,2,Kamacite
1,250,0,46,0,0,5,Kamacite
0,378,0,3,0,0,7,Kamacite
0,412,0,47,0,0,3,Kamacite
0,465,0,84,0,1,4,Kamacite
0,282,0,25,0,0,1,Kamacite
0,337,0,140,0,0,4,Kamacite
1,334,0,14,0,3,4,Kamacite
0,101,0,59,0,0,3,Kamacite
3,335,0,47,0,2,3,Kamacite
0,180,0,102,0,2,2,Kamacite
0,424,0,61,0,0,1,Kamacite
0,101,0,95,0,0,4,Kamacite
0,335,0,0,0,0,4,Kamacite
1,83,0,88,0,0,3,Kamacite
0,528,0,69,0,0,6,Kamacite
0,151,0,0,0,0,3,Kamacite
0,251,0,0,0,2,1,Kamacite
0,145,0,26,0,0,4,Kamacite
0,478,0,61,0,0,1,Kamacite
0,333,0,44,0,1,0,Kamacite
1,457,0,24,0,1,0,Kamacite
0,212,0,140,0,2,5,Kamacite
0,506,0,15,0,1,5,Kamacite
0,345,0,17,0,0,2,Kamacite
0,238,0,10,0,1,3,Kamacite
0,333,0,130,0,1,5,Kamacite
0,424,0,0,0,0,1,Kamacite
0,371,0,0,0,0,4,Kamacite
0,188,0,31,0,0,2,Kamacite
0,406,0,112,0,0,3,Kamacite
0,266,0,2,0,1,2,Kamacite
0,359,0,66,0,2,5,Kamacite
0,286,0,0,0,0,5,Kamacite
0,435,0,0,0,0,3,Kamacite
0,285,0,0,0,0,0,Kamacite
0,233,0,0,0,0,7,Kamacite
0,230,0,51,0,1,1,Kamacite
1,200,0,29,0,1,3,Kamacite
0,373,0,62,0,0,6,Kamacite
0,487,0,64,0,0,6,Kamacite
0,230,0,0,0,1,5,Kamacite
0,252,1,24,0,0,5,Kamacite
0,125,0,49,0,0,6,Kamacite
0,535,0,20,0,2,4,Kamacite
0,411,0,6,0,3,3,Kamacite
0,69,0,103,0,1,6,Kamacite
2,281,0,56,0,3,4,Kamacite
1,349,0,65,0,1,1,Kamacite
0,107,0,0,0,0,2,Kamacite
0,236,0,12,0,1,3,Kamacite
0,298,0,0,0,0,0,Kamacite
0,174,0,131,0,0,7,Kamacite
1,381,0,0,0,1,4,Kamacite
0,258,0,24,0,1,6,Kamacite
0,261,0,0,0,2,5,Kamacite
0,429,0,26,0,0,2,Kamacite
0,128,0,43,0,0,1,Kamacite
0,312,0,0,0,0,2,Kamacite
0,438,0,78,0,0,5,Kamacite
0,80,0,42,0,0,3,Kamacite
0,315,0,0,0,2,6,Kamacite
0,288,0,111,0,2,3,Kamacite
1,324,0,0,0,0,5,Kamacite
0,369,0,91,0,1,1,Kamacite
1,122,0,38,0,2,6,Kamacite
0,267,0,0,0,0,2,Kamacite
0,333,1,112,0,0,1,Kamacite
0,309,0,39,0,0,1,Kamacite
0,294,0,81,0,1,5,Kamacite
0,228,0,0,0,0,2,Kamacite
0,226,0,26,0,1,1,Kamacite
1,164,0,28,0,1,5,Kamacite
1,274,0,0,0,1,2,Kamacite
0,108,0,77,0,1,5,Kamacite
0,96,0,0,0,0,0,Kamacite
0,321,0,117,0,1,2,Kamacite
0,338,0,92,0,2,0,Kamacite
0,52,0,13,0,0,6,Kamacite
0,393,0,40,0,2,2,Kamacite
0,365,0,0,0,0,9,Kamacite
0,256,0,118,0,0,4,Kamacite
0,353,0,0,0,0,2,Kamacite
0,344,0,8,0,0,0,Kamacite
0,172,0,62,0,2,0,Kamacite
0,0,0,0,0,4,7,Kamacite
0,143,0,77,0,0,4,Kamacite
0,358,0,69,0,1,4,Kamacite
0,346,0,17,0,1,1,Kamacite
0,282,0,0,0,1,2,Kamacite
0,88,0,14,0,0,4,Kamacite
0,489,0,90,0,0,0,Kamacite
1,234,0,5,0,1,3,Kamacite
1,289,0,67,0,0,2,Kamacite
0,266,0,50,0,1,1,Kamacite
0,268,0,60,0,1,4,Kamacite
0,171,0,110,0,0,4,Kamacite
0,306,0,24,0,0,0,Kamacite
0,286,0,65,0,0,3,Kamacite
0,218,0,21,0,0,1,Kamacite
0,319,0,40,0,2,0,Kamacite
0,303,0,73,0,0,3,Kamacite
0,457,0,0,0,0,3,Kamacite
0,345,0,68,0,0,4,Kamacite
0,213,0,0,0,0,2,Kamacite
0,207,0,35,0,2,3,Kamacite
0,256,0,32,0,0,6,Kamacite
0,306,0,0,0,2,8,Kamacite
0,121,0,42,0,0,0,Kamacite
0,366,0,33,0,0,5,Kamacite
1,244,0,0,0,0,6,Kamacite
0,187,0,0,0,2,3,Kamacite
0,336,0,0,0,0,2,Kamacite
0,420,0,27,0,0,0,Kamacite
0,339,0,48,0,1,4,Kamacite
0,341,0,0,0,0,4,Kamacite
1,206,0,54,0,3,2,Kamacite
0,366,0,90,0,1,0,Kamacite
0,257,0,54,0,0,1,Kamacite
0,223,0,62,0,0,5,Kamacite
1,243,0,68,0,1,0,Kamacite
0,186,0,57,0,0,1,Kamacite
1,288,0,90,0,0,2,Kamacite
0,280,0,2,0,0,2,Kamacite
0,290,0,0,0,1,4,Kamacite
0,345,0,0,0,2,3,Kamacite
0,401,0,0,0,0,4,Kamacite
0,227,0,47,0,0,5,Kamacite
1,300,0,6,0,1,4,Kamacite
1,323,0,0,0,3,4,Kamacite
0,304,0,0,0,3,0,Kamacite
0,291,0,36,0,2,7,Kamacite
0,202,0,33,0,1,4,Kamacite
1,116,0,52,0,0,2,Kamacite
0,519,0,0,0,0,4,Kamacite
2,0,0,155,0,0,5,Kamacite
0,463,0,55,0,1,4,Kamacite
1,195,0,49,0,0,4,Kamacite
0,202,0,0,0,0,2,Kamacite
1,181,0,0,0,1,1,Kamacite
0,418,0,50,0,1,2,Kamacite
0,336,0,0,0,0,0,Kamacite
0,357,0,34,0,0,3,Kamacite
0,316,0,46,0,0,7,Kamacite
0,422,0,129,0,3,3,Kamacite
0,369,0,74,0,1,4,Kamacite
0,205,0,49,0,0,1,Kamacite
0,124,0,40,0,1,2,Kamacite
0,145,0,0,0,0,1,Kamacite
0,312,0,13,0,0,4,Kamacite
0,273,0,41,0,0,3,Kamacite
0,57,0,18,0,0,6,Kamacite
0,61,0,0,0,1,5,Kamacite
0,361,0,111,0,2,3,Kamacite
1,129,0,46,0,1,0,Kamacite
1,265,0,0,0,1,1,Kamacite
0,184,0,12,0,0,3,Kamacite
0,199,0,45,0,1,3,Kamacite
0,221,0,70,0,0,4,Kamacite
0,483,0,24,0,1,3,Kamacite
0,225,0,72,0,1,4,Kamacite
1,216,0,76,0,1,5,Kamacite
1,345,0,0,0,2,5,Kamacite
0,444,0,81,0,0,2,Kamacite
0,184,0,30,0,1,2,Kamacite
0,523,0,165,0,1,3,Kamacite
0,35,0,0,0,0,4,Kamacite
0,231,0,0,0,2,5,Kamacite
0,313,0,0,0,1,3,Kamacite
0,284,0,11,0,0,5,Kamacite
0,455,0,0,0,0,3,Kamacite
0,168,0,0,0,2,3,Kamacite
0,270,0,103,0,0,7,Kamacite
0,112,0,16,0,1,4,Kamacite
0,179,0,90,0,1,5,Kamacite
1,192,0,52,0,2,1,Kamacite
0,384,0,0,0,1,4,Kamacite
0,331,0,0,0,1,7,Kamacite
0,332,0,0,0,0,4,Kamacite
0,183,0,102,0,1,0,Kamacite
0,462,0,28,0,1,2,Kamacite
0,166,0,0,0,4,3,Kamacite
0,305,0,0,0,0,2,Kamacite
1,469,0,0,0,0,1,Kamacite
1,411,0,70,0,3,5,Kamacite
0,247,0,73,0,1,1,Kamacite
0,278,1,0,0,2,3,Kamacite
1,397,0,22,0,2,0,Kamacite
1,345,0,23,0,1,6,Kamacite
0,145,0,126,0,0,2,Kamacite
0,162,0,34,0,3,0,Kamacite
0,219,0,19,0,1,3,Kamacite
0,368,0,58,0,0,5,Kamacite
0,95,0,36,0,0,0,Kamacite
0,339,0,5,0,1,2,Kamacite
0,79,0,79,0,1,1,Kamacite
0,494,0,0,0,0,3,Kamacite
0,187,0,0,0,2,3,Kamacite
0,358,0,28,0,1,1,Kamacite
0,305,0,44,0,1,0,Kamacite
1,389,0,108,0,0,7,Kamacite
0,234,0,93,0,0,2,Kamacite
0,403,0,61,0,1,6,Kamacite
1,430,0,0,0,0,1,Kamacite
0,222,0,0,0,0,3,Kamacite
0,221,0,0,0,0,0,Kamacite
0,85,0,13,0,0,3,Kamacite
0,456,0,28,0,0,4,Kamacite
0,426,0,38,0,2,4,Kamacite
0,250,0,47,0,0,7,Kamacite
0,316,0,85,0,2,0,Kamacite
1,303,0,62,0,1,5,Kamacite
0,408,0,89,0,0,2,Kamacite
0,388,0,41,0,0,2,Kamacite
1,274,0,0,0,0,2,Kamacite
0,187,0,81,0,1,2,Kamacite
0,139,0,0,0,1,3,Kamacite
0,53,0,79,0,1,5,Kamacite
0,317,0,70,0,0,1,Kamacite
0,188,0,24,0,0,1,Kamacite
0,313,0,42,0,0,2,Kamacite
0,315,0,44,0,0,0,Kamacite
0,337,0,115,0,1,8,Kamacite
0,370,0,0,0,2,2,Kamacite
0,123,0,14,0,0,3,Kamacite
0,332,0,69,0,1,3,Kamacite
0,405,0,0,0,0,0,Kamacite
0,279,0,0,0,1,7,Kamacite
0,377,0,113,0,0,2,Kamacite
0,270,0,0,0,0,7,Kamacite
0,230,0,77,0,0,8,Kamacite
0,266,0,0,0,1,2,Kamacite
0,287,0,52,0,0,4,Kamacite
0,383,0,17,0,1,2,Kamacite
1,261,0,50,0,1,4,Kamacite
1,222,0,43,0,3,3,Kamacite
0,224,0,42,0,0,6,Kamacite
0,400,0,0,0,2,3,Kamacite
1,204,0,46,0,0,1,Kamacite
0,113,0,61,0,0,2,Kamacite
0,213,0,0,0,0,2,Kamacite
0,299,0,0,0,4,5,Kamacite
0,370,0,0,0,1,2,Kamacite
0,201,0,0,0,3,3,Kamacite
0,31,1,81,0,0,7,Kamacite
0,133,1,68,0,0,3,Kamacite
0,476,0,92,0,1,2,Kamacite
0,317,0,28,0,0,7,Kamacite
0,291,1,68,0,1,7,Kamacite
0,304,0,0,0,0,6,Kamacite
0,37,0,0,0,0,4,Kamacite
0,158,0,33,0,0,2,Kamacite
0,345,0,77,0,0,3,Kamacite
0,338,0,38,0,0,4,Kamacite
0,206,0,46,0,0,9,Kamacite
0,344,0,13,0,3,4,Kamacite
0,256,0,70,0,1,4,Kamacite
0,220,0,0,0,0,7,Kamacite
0,241,0,50,0,0,2,Kamacite
0,301,0,71,0,0,3,Kamacite
0,230,0,30,0,1,3,Kamacite
1,9,0,54,0,2,4,Kamacite
1,417,0,0,0,1,0,Kamacite
0,285,0,87,0,0,3,Kamacite
0,211,0,4,0,0,3,Kamacite
0,431,0,19,0,2,5,Kamacite
0,290,0,0,0,1,8,Kamacite
0,293,0,49,0,2,4,Kamacite
0,143,0,39,0,1,5,Kamacite
0,122,0,35,0,1,5,Kamacite
0,170,0,122,0,0,2,Kamacite
0,244,0,24,0,1,2,Kamacite
1,233,0,0,0,0,1,Kamacite
0,209,0,130,0,0,6,Kamacite
0,237,0,0,0,1,3,Kamacite
1,242,0,17,0,0,3,Kamacite
0,298,0,0,0,1,5,Kamacite
0,190,0,0,0,0,4,Kamacite
0,158,0,94,0,3,7,Kamacite
0,94,0,0,0,0,4,Kamacite
0,388,0,0,0,1,5,Kamacite
0,284,0,0,0,1,5,Kamacite
0,320,0,45,0,0,2,Kamacite
0,396,0,0,0,0,6,Kamacite
0,372,0,41,0,3,5,Kamacite
0,186,0,84,0,0,1,Kamacite
0,236,0,77,0,0,3,Kamacite
0,326,0,0,0,0,2,Kamacite
0,298,0,2,0,1,5,Kamacite
0,384,0,0,0,1,7,Kamacite
0,473,0,52,0,0,3,Kamacite
0,225,0,102,0,0,2,Kamacite
0,316,0,62,0,0,5,Kamacite
0,349,0,0,0,1,4,Kamacite
0,218,0,95,0,3,4,Kamacite
0,195,0,165,0,2,5,Kamacite
0,218,0,0,0,3,2,Kamacite
0,160,0,66,0,0,3,Kamacite
0,345,0,22,0,3,1,Kamacite
1,285,0,94,0,0,1,Kamacite
0,282,0,98,0,0,4,Kamacite
0,202,0,0,0,0,2,Kamacite
1,271,0,51,0,0,4,Kamacite
0,355,0,57,0,1,4,Kamacite
0,219,0,11,0,0,3,Kamacite
0,320,0,95,0,0,5,Kamacite
0,331,0,70,0,0,5,Kamacite
0,278,0,104,0,0,5,Kamacite
0,226,0,0,0,0,3,Kamacite
1,242,0,0,0,0,3,Kamacite
0,240,1,3,0,2,2,Kamacite
0,368,0,78,0,0,1,Kamacite
0,298,0,96,0,2,2,Kamacite
0,141,0,54,0,0,4,Kamacite
0,313,0,19,0,0,5,Kamacite
0,238,0,83,0,2,5,Kamacite
0,373,0,45,0,0,5,Kamacite
0,175,0,0,0,1,0,Kamacite
1,388,0,0,0,0,2,Kamacite
0,301,0,95,0,1,3,Kamacite
0,452,0,0,0,0,2,Kamacite
0,158,0,8,0,3,5,Kamacite
0,225,0,5,0,0,3,Kamacite
0,211,1,0,0,0,3,Kamacite
0,212,0,80,0,0,2,Kamacite
0,251,0,28,0,0,3,Kamacite
1,373,0,0,0,0,8,Kamacite
0,314,0,41,0,3,5,Kamacite
0,217,0,52,0,0,7,Kamacite
0,205,0,57,0,2,3,Kamacite
0,203,0,18,0,0,4,Kamacite
0,272,0,11,0,1,4,Kamacite
0,301,1,0,0,0,1,Kamacite
1,318,0,0,0,0,6,Kamacite
0,335,0,54,0,0,1,Kamacite
0,119,0,0,0,1,5,Kamacite
1,311,0,0,0,1,3,Kamacite
1,175,0,74,0,1,4,Kamacite
0,184,0,0,0,0,9,Kamacite
0,428,0,48,0,2,3,Kamacite
0,317,0,0,0,0,5,Kamacite
0,258,0,3,0,2,5,Kamacite
0,367,0,35,0,0,6,Kamacite
1,162,0,37,0,1,5,Kamacite
0,264,0,28,0,0,4,Kamacite
0,262,0,2,0,1,0,Kamacite
0,376,0,0,0,1,6,Kamacite
0,287,0,0,0,0,3,Kamacite
0,164,0,25,0,0,2,Kamacite
0,192,0,35,0,2,4,Kamacite
0,335,0,0,0,0,3,Kamacite
0,533,0,109,0,0,3,Kamacite
0,347,0,145,0,1,3,Kamacite
0,96,0,113,0,2,4,Kamacite
0,321,0,26,0,1,4,Kamacite
0,204,0,0,0,4,4,Kamacite
0,66,0,0,0,1,3,Kamacite
0,251,0,91,0,1,2,Kamacite
0,165,0,105,0,0,1,Kamacite
1,419,0,91,0,1,4,Kamacite
0,407,0,0,0,1,4,Kamacite
0,151,0,40,0,0,1,Kamacite
1,351,0,92,0,2,0,Kamacite
0,216,0,0,0,0,0,Kamacite
0,188,0,8,0,1,5,Kamacite
0,140,0,41,0,2,1,Kamacite
0,258,0,0,0,0,3,Kamacite
0,308,0,58,0,0,6,Kamacite
0,145,0,40,0,0,6,Kamacite
0,229,0,72,0,0,3,Kamacite
0,277,0,26,0,1,8,Kamacite
0,262,0,0,0,0,4,Kamacite
0,488,0,8,0,1,2,Kamacite
1,309,0,83,0,2,5,Kamacite
0,228,0,74,0,1,2,Kamacite
0,377,0,55,0,0,7,Kamacite
0,210,0,0,0,0,6,Kamacite
0,127,0,36,0,2,3,Kamacite
2,125,0,43,0,0,7,Kamacite
0,210,0,0,0,0,6,Kamacite
0,339,0,66,0,1,2,Kamacite
0,388,0,16,0,1,6,Kamacite
2,367,0,0,0,2,1,Kamacite
0,519,0,0,0,0,6,Kamacite
0,464,0,76,0,1,5,Kamacite
0,355,0,36,0,1,0,Kamacite
0,383,0,0,0,0,0,Kamacite
1,428,0,100,0,0,1,Kamacite
1,319,0,64,0,1,5,Kamacite
1,234,0,33,0,2,3,Kamacite
0,123,0,0,0,0,0,Kamacite
0,265,0,32,0,0,1,Kamacite
1,214,0,22,0,1,2,Kamacite
0,268,0,85,0,1,2,Kamacite
0,402,1,29,0,0,2,Kamacite
0,347,0,34,0,1,4,Kamacite
0,369,0,27,0,1,6,Kamacite
0,52,0,6,0,0,0,Kamacite
1,346,0,11,0,1,5,Kamacite
0,434,0,36,0,0,4,Kamacite
0,353,0,79,0,0,4,Kamacite
0,278,0,47,0,0,5,Kamacite
1,178,0,97,0,0,4,Kamacite
0,338,0,2,0,0,0,Kamacite
0,339,0,0,0,2,3,Kamacite
0,379,0,0,0,0,4,Kamacite
0,295,0,17,0,0,4,Kamacite
0,335,0,14,0,1,4,Kamacite
0,257,0,82,0,0,2,Kamacite
1,310,0,0,0,0,6,Kamacite
0,326,0,0,0,0,4,Kamacite
0,249,0,0,0,0,3,Kamacite
1,232,0,0,0,0,3,Kamacite
1,451,0,0,0,1,3,Kamacite
1,270,0,57,0,0,5,Kamacite
0,246,0,45,0,2,4,Kamacite
0,152,0,2,0,2,6,Kamacite
0,331,0,18,0,0,2,Kamacite
0,283,0,42,0,2,6,Kamacite
0,135,0,97,0,2,3,Kamacite
0,262,0,9,0,0,5,Kamacite
0,227,0,0,0,1,5,Kamacite
0,259,0,0,0,1,3,Kamacite
0,306,0,71,0,0,1,Kamacite
1,270,0,85,0,0,6,Kamacite
0,315,0,40,0,3,3,Kamacite
0,228,0,25,0,0,5,Kamacite
0,358,0,27,0,0,3,Kamacite
0,191,0,0,0,0,5,Kamacite
0,162,0,44,0,1,3,Kamacite
0,333,0,0,0,0,4,Kamacite
0,269,0,0,0,1,8,Kamacite
1,171,0,26,0,0,5,Kamacite
0,264,0,0,0,0,2,Kamacite
0,194,0,0,0,0,5,Kamacite
1,194,0,1,0,1,3,Kamacite
0,106,0,22,0,0,2,Kamacite
1,261,0,94,0,3,1,Kamacite
0,212,0,0,0,3,4,Kamacite
0,281,0,65,0,2,6,Kamacite
0,240,0,136,0,0,8,Kamacite
0,311,0,76,0,0,2,Kamacite
0,429,0,0,0,1,8,Kamacite
0,282,0,34,0,0,1,Kamacite
0,379,0,0,0,1,7,Kamacite
0,276,0,63,0,1,5,Kamacite
1,251,1,165,0,1,1,Kamacite
0,186,0,0,0,0,2,Kamacite
0,193,0,0,0,1,3,Kamacite
0,418,0,24,0,0,3,Kamacite
0,323,0,0,0,0,6,Kamacite
1,268,0,78,0,1,1,Kamacite
0,244,0,60,0,0,3,Kamacite
0,283,0,72,0,0,4,Kamacite
0,199,0,0,0,0,1,Kamacite
0,59,0,112,0,0,0,Kamacite
1,221,0,2,0,0,2,Kamacite
0,294,0,100,0,0,6,Kamacite
0,0,0,42,0,1,2,Kamacite
0,109,0,29,0,3,2,Kamacite
0,297,0,28,0,0,4,Kamacite
0,133,0,64,0,0,0,Kamacite
0,213,0,5,0,1,6,Kamacite
0,319,0,0,0,0,2,Kamacite
0,290,0,68,0,1,1,Kamacite
0,165,0,50,0,0,6,Kamacite
0,341,0,57,0,0,3,Kamacite
0,295,0,3,0,2,4,Kamacite
0,236,0,100,0,0,2,Kamacite
0,448,0,90,0,0,0,Kamacite
1,322,0,156,0,2,3,Kamacite
0,283,0,35,0,0,2,Kamacite
1,218,0,22,0,1,0,Kamacite
1,316,0,56,0,1,5,Kamacite
0,226,0,0,0,0,4,Kamacite
1,300,0,68,0,2,3,Kamacite
0,226,0,215,0,0,6,Kamacite
0,506,0,63,0,0,2,Kamacite
0,204,0,0,0,0,4,Kamacite
1,191,0,51,0,0,4,Kamacite
0,244,0,0,0,0,6,Kamacite
2,200,1,0,0,2,4,Kamacite
0,336,0,74,0,0,0,Kamacite
0,203,0,35,0,0,6,Kamacite
0,309,0,95,0,0,5,Kamacite
0,276,1,10,0,0,0,Kamacite
0,260,0,0,0,0,9,Kamacite
0,258,0,79,0,0,4,Kamacite
0,0,0,0,0,0,4,Kamacite
0,363,0,80,0,0,2,Kamacite
0,423,0,10,0,1,0,Kamacite
0,216,0,0,0,0,5,Kamacite
0,235,0,86,0,0,2,Kamacite
1,314,0,0,0,4,1,Kamacite
0,259,0,59,0,0,1,Kamacite
1,229,0,0,0,2,5,Kamacite
0,392,0,98,0,1,1,Kamacite
0,356,0,53,0,1,5,Kamacite
0,290,0,0,0,2,4,Kamacite
0,141,0,38,0,0,3,Kamacite
0,124,0,55,0,0,4,Kamacite
0,421,0,47,0,1,5,Kamacite
0,348,0,39,0,0,2,Kamacite
1,304,0,58,0,1,3,Kamacite
0,202,0,0,0,0,2,Kamacite
0,134,0,88,0,0,4,Kamacite
0,8,0,1,0,2,5,Kamacite
0,247,0,26,0,0,0,Kamacite
0,296,0,17,0,1,4,Kamacite
0,162,0,24,0,0,3,Kamacite
0,557,0,26,0,0,3,Kamacite
0,206,0,25,0,0,4,Kamacite
0,138,0,69,0,0,4,Kamacite
0,340,0,0,0,1,0,Kamacite
0,83,0,122,0,0,2,Kamacite
0,342,0,28,0,0,4,Kamacite
0,282,0,43,0,0,3,Kamacite
0,427,0,53,0,0,5,Kamacite
0,369,0,52,0,0,3,Kamacite
0,260,0,34,0,1,3,Kamacite
0,363,0,59,0,1,5,Kamacite
0,417,0,0,0,2,2,Kamacite
0,142,0,91,0,0,6,Kamacite
1,357,0,0,0,0,3,Kamacite
0,375,0,35,0,2,4,Kamacite
1,100,0,40,0,2,2,Kamacite
0,229,0,43,0,0,6,Kamacite
1,151,0,43,0,0,4,Kamacite
0,213,0,26,0,0,3,Kamacite
1,322,0,1,0,1,8,Kamacite
1,260,0,71,0,0,0,Kamacite
0,374,0,0,0,0,2,Kamacite
0,374,0,44,0,1,2,Kamacite
0,104,0,0,0,0,4,Kamacite
0,162,0,117,0,2,3,Kamacite
0,81,0,94,0,0,3,Kamacite
0,283,0,36,0,0,0,Kamacite
0,360,0,22,0,0,0,Kamacite
1,247,0,2,0,2,1,Kamacite
0,336,0,61,0,0,5,Kamacite
1,204,0,0,0,2,3,Kamacite
0,138,0,16,0,2,1,Kamacite
0,266,0,0,0,0,1,Kamacite
1,420,0,40,0,1,1,Kamacite
0,270,0,0,0,2,2,Kamacite
0,115,0,172,0,1,4,Kamacite
0,246,0,0,0,1,0,Kamacite
0,334,0,26,0,0,2,Kamacite
0,218,0,54,0,0,4,Kamacite
0,345,0,96,0,0,4,Kamacite
0,310,0,0,0,0,4,Kamacite
0,385,0,37,0,0,5,Kamacite
0,226,0,0,0,1,2,Kamacite
1,274,1,0,0,0,2,Kamacite
0,378,0,22,0,0,3,Kamacite
0,360,0,39,0,0,5,Kamacite
0,381,0,0,0,0,7,Kamacite
1,266,0,85,0,0,0,Kamacite
0,236,0,35,0,1,2,Kamacite
0,336,0,55,0,1,6,Kamacite
0,242,1,72,0,0,2,Kamacite
0,292,0,67,0,0,5,Kamacite
0,332,0,98,0,1,8,Kamacite
0,253,0,213,0,1,8,Kamacite
0,224,0,95,0,2,6,Kamacite
0,130,0,102,0,0,7,Kamacite
0,147,0,17,0,0,3,Kamacite
0,99,0,57,0,0,6,Kamacite
0,277,0,0,0,1,6,Kamacite
0,305,0,46,0,2,0,Kamacite
0,294,0,62,0,2,6,Kamacite
1,181,0,19,0,0,0,Kamacite
0,213,0,83,0,0,5,Kamacite
0,354,0,81,0,3,3,Kamacite
0,308,0,55,0,3,0,Kamacite
0,481,0,0,0,1,0,Kamacite
0,203,0,0,0,0,4,Kamacite
1,203,0,101,0,2,1,Kamacite
1,326,0,12,0,0,4,Kamacite
0,452,0,3,0,3,6,Kamacite
1,377,0,63,0,2,7,Kamacite
0,351,0,0,0,1,0,Kamacite
0,381,0,0,0,0,4,Kamacite
0,105,0,0,0,0,4,Kamacite
0,168,0,64,0,1,1,Kamacite
0,294,0,88,0,1,6,Kamacite
0,249,0,44,0,0,4,Kamacite
